,trainerID,name,pokelevel
4438,1914,Finneon,23
4439,1915,Psyduck,23
4440,1916,Roselia,17
4441,1917,Lopunny,43
4442,1918,Glameow,29
4443,1919,Glameow,45
4444,1920,Meowth,59
4445,1920,Glameow,59
4446,1920,Skitty,59
4447,1922,Finneon,26
4448,1923,Psyduck,26
4449,1924,Lopunny,45
4450,1925,Clefable,16
4451,1925,Wigglytuff,16
4452,1926,Vileplume,36
4453,1926,Butterfree,42
4454,1927,Bellossom,16
4455,1928,Paras,44
4456,1928,Parasect,47
4457,1928,Carnivine,44
4458,1929,Wigglytuff,16
4459,1929,Clefable,16
4460,1930,Meowth,16
4461,1930,Meowth,16
4462,1931,Hoppip,18
4463,1931,Skiploom,18
4464,1932,Sentret,9
4465,1932,Sentret,13
4466,1932,Sentret,16
4467,1933,Blitzle,27
4468,1933,Elekid,27
4469,1934,Flaaffy,24
4470,1935,Flaaffy,27
4471,1935,Blitzle,27
4472,1936,Elekid,27
4473,1936,Flaaffy,27
4474,1937,Fletchinder,34
4475,1938,Seadra,34
4476,1939,Espurr,12
4477,1939,Butterfree,12
4478,1940,Roselia,34
4479,1941,Gorebyss,43
4480,1942,Huntail,43
4481,1943,Kecleon,32
4482,1943,Seviper,34
4483,1944,Kecleon,38
4484,1944,Seviper,40
4485,1945,Kecleon,42
4486,1945,Seviper,44
4487,1946,Kecleon,47
4488,1946,Seviper,48
4489,1946,Krookodile,49
4490,1947,Goldeen,15
4491,1948,Goldeen,17
4492,1949,Starmie,43
4493,1950,Golduck,41
4494,1950,Wailord,41
4495,1952,Cubone,17
4496,1955,Gastly,9
4497,1956,Horsea,50
4498,1956,Staryu,50
4499,1956,Shellder,50
4500,1956,Kabuto,50
4501,1956,Cubone,50
4502,1956,Rhyhorn,50
4503,1957,Dewgong,50
4504,1957,Seadra,51
4505,1957,Seaking,52
4506,1957,Graveler,52
4507,1957,Rhyhorn,52
4508,1957,Pidgeot,53
4509,1958,Krabby,51
4510,1958,Wartortle,51
4511,1958,Omanyte,51
4512,1958,Seadra,51
4513,1958,Graveler,51
4514,1958,Onix,51
4515,1959,Omastar,50
4516,1959,Kingler,50
4517,1959,Golduck,51
4518,1959,Marowak,52
4519,1959,Onix,53
4520,1959,Fearow,53
4521,1960,Kabutops,50
4522,1960,Dewgong,53
4523,1960,Blastoise,53
4524,1960,Starmie,50
4525,1960,Golem,52
4526,1960,Dugtrio,55
4527,1961,Kabutops,52
4528,1961,Blastoise,50
4529,1961,Starmie,51
4530,1961,Golem,53
4531,1961,Sandslash,52
4532,1961,Dodrio,51
4533,1962,Gyarados,52
4534,1962,Tentacruel,50
4535,1962,Starmie,51
4536,1962,Omastar,52
4537,1962,Rhydon,51
4538,1962,Sandslash,50
4539,1963,Gyarados,51
4540,1963,Tentacruel,52
4541,1963,Vaporeon,50
4542,1963,Rhydon,53
4543,1963,Dugtrio,51
4544,1963,Aerodactyl,51
4545,1964,Staryu,50
4546,1964,Seaking,50
4547,1964,Doduo,50
4548,1964,Pidgeotto,50
4549,1964,Rhyhorn,50
4550,1964,Dratini,50
4551,1965,Starmie,50
4552,1965,Seaking,50
4553,1965,Dodrio,50
4554,1965,Pidgeot,50
4555,1965,Rhydon,50
4556,1965,Aerodactyl,50
4557,1966,Miltank,52
4558,1966,Snubbull,51
4559,1966,Qwilfish,52
4560,1966,Corsola,51
4561,1966,Skiploom,52
4562,1966,Chansey,51
4563,1967,Sudowoodo,51
4564,1967,Wigglytuff,50
4565,1967,Delibird,54
4566,1967,Togetic,51
4567,1967,Pidgeotto,50
4568,1967,Marowak,54
4569,1968,Miltank,53
4570,1968,Jumpluff,51
4571,1968,Persian,51
4572,1968,Lickitung,51
4573,1968,Mantine,51
4574,1968,Wigglytuff,53
4575,1969,Wigglytuff,52
4576,1969,Flareon,52
4577,1969,Nidoqueen,52
4578,1969,Vileplume,52
4579,1969,Jumpluff,51
4580,1969,Politoed,51
4581,1970,Aipom,50
4582,1970,Mareep,50
4583,1970,Diglett,50
4584,1970,Ponyta,50
4585,1970,Remoraid,50
4586,1970,Sentret,50
4587,1971,Pikachu,50
4588,1971,Togetic,50
4589,1971,Clefable,50
4590,1971,Wigglytuff,50
4591,1971,Azumarill,50
4592,1971,Delibird,50
4593,1972,Bulbasaur,5
4594,1972,Pidgey,5
4595,1973,Pineco,12
4596,1973,Surskit,11
4597,1973,Nincada,11
4598,1974,Wingull,9
4599,1974,Wurmple,9
4600,1975,Mightyena,62
4601,1975,Sharpedo,61
4602,1975,Shiftry,62
4603,1975,Crawdaunt,61
4604,1976,Cacnea,29
4605,1976,Chimecho,29
4606,1977,Kirlia,29
4607,1978,Poliwhirl,30
4608,1978,Sneasel,30
4609,1979,Stunky,21
4610,1979,Glameow,21
4611,1980,Ponyta,19
4612,1980,Buizel,19
4613,1981,Ponyta,24
4614,1981,Rapidash,24
4615,1982,Ponyta,23
4616,1982,Ponyta,23
4617,1983,Drifloon,14
4618,1985,Koffing,28
4619,1985,Koffing,28
4620,1985,Koffing,28
4621,1986,Koffing,29
4622,1986,Muk,29
4623,1987,Koffing,29
4624,1987,Grimer,29
4625,1988,Grimer,28
4626,1988,Grimer,28
4627,1988,Koffing,28
4628,1989,Koffing,26
4629,1989,Koffing,26
4630,1989,Grimer,26
4631,1989,Koffing,26
4632,1990,Koffing,25
4633,1990,Koffing,25
4634,1990,Weezing,25
4635,1990,Koffing,25
4636,1990,Grimer,25
4637,1991,Koffing,28
4638,1991,Grimer,28
4639,1991,Weezing,28
4640,1992,Grimer,29
4641,1992,Koffing,29
4642,1993,Weezing,33
4643,1994,Grimer,26
4644,1994,Grimer,26
4645,1994,Grimer,26
4646,1994,Grimer,26
4647,1995,Weezing,28
4648,1995,Koffing,28
4649,1995,Weezing,28
4650,1996,Muk,33
4651,1997,Voltorb,29
4652,1997,Voltorb,29
4653,1998,Weezing,29
4654,1998,Muk,29
4655,1999,Koffing,25
4656,1999,Weezing,25
4657,1999,Koffing,25
4658,1999,Koffing,25
4659,1999,Weezing,25
4660,2000,Koffing,30
4661,2000,Weezing,30
4662,2000,Charmeleon,30
4663,2001,Koffing,27
4664,2001,Koffing,28
4665,2001,Koffing,29
4666,2001,Koffing,30
4667,2002,Koffing,28
4668,2002,Weezing,32
4669,2002,Magmar,30
4670,2003,Flareon,34
4671,2004,Magmar,32
4672,2004,Magmar,32
4673,2005,Weezing,34
4674,2006,Koffing,32
4675,2006,Koffing,32
4676,2007,Koffing,28
4677,2007,Grimer,28
4678,2007,Weezing,28
4679,2008,Muk,33
4680,2009,Koffing,25
4681,2009,Koffing,25
4682,2009,Weezing,25
4683,2009,Koffing,25
4684,2009,Grimer,25
4685,2010,Togepi,50
4686,2011,Koffing,29
4687,2011,Muk,29
4688,2012,Koffing,37
4689,2012,Grimer,37
4690,2013,Koffing,38
4691,2014,Grimer,38
4692,2015,Weezing,33
4693,2016,Grimer,28
4694,2016,Grimer,28
4695,2016,Koffing,28
4696,2017,Koffing,28
4697,2017,Koffing,28
4698,2017,Koffing,28
4699,2018,Grimer,24
4700,2018,Grimer,24
4701,2019,Muk,28
4702,2019,Muk,30
4703,2020,Weezing,29
4704,2020,Muk,29
4705,2021,Weezing,49
4706,2021,Muk,49
4707,2022,Magby,50
4708,2023,Grimer,29
4709,2023,Koffing,29
4710,2024,Koffing,26
4711,2024,Koffing,26
4712,2024,Grimer,26
4713,2024,Koffing,26
4714,2025,Koffing,47
4715,2025,Koffing,47
4716,2025,Muk,47
4717,2025,Weezing,47
4718,2026,Koffing,29
4719,2026,Grimer,29
4720,2027,Voltorb,29
4721,2027,Voltorb,29
4722,2028,Koffing,22
4723,2028,Koffing,22
4724,2028,Grimer,23
4725,2029,Weezing,28
4726,2029,Koffing,28
4727,2029,Weezing,28
4728,2030,Weezing,48
4729,2030,Weezing,48
4730,2030,Weezing,48
4731,2031,Weezing,28
4732,2031,Koffing,28
4733,2031,Weezing,28
4734,2032,Koffing,25
4735,2032,Weezing,25
4736,2032,Koffing,25
4737,2032,Weezing,25
4738,2032,Koffing,25
4739,2033,Tentacruel,45
4740,2034,Hypno,50
4741,2034,Tentacruel,49
4742,2035,Hypno,55
4743,2035,Tentacruel,55
4744,2036,Tentacruel,55
4745,2036,Hypno,58
4746,2036,Tentacruel,58
4747,2037,Koffing,41
4748,2037,Weezing,42
4749,2037,Charmeleon,41
4750,2038,Gulpin,47
4751,2039,Gulpin,39
4752,2039,Weezing,37
4753,2039,Weezing,37
4754,2040,Koffing,38
4755,2040,Koffing,39
4756,2040,Koffing,40
4757,2040,Koffing,41
4758,2041,Teddiursa,45
4759,2041,Marill,44
4760,2042,Teddiursa,46
4761,2042,Azumarill,47
4762,2043,Teddiursa,48
4763,2043,Azumarill,49
4764,2044,Ursaring,58
4765,2044,Azumarill,54
4766,2045,Koffing,39
4767,2045,Weezing,43
4768,2045,Magmar,41
4769,2046,Flareon,42
4770,2047,Magmar,43
4771,2047,Tentacruel,43
4772,2048,Magmar,43
4773,2048,Magmar,43
4774,2049,Skorupi,47
4775,2050,Weezing,45
4776,2051,Arbok,42
4777,2051,Weezing,48
4778,2052,Arbok,48
4779,2052,Weezing,50
4780,2053,Arbok,56
4781,2053,Weezing,55
4782,2054,Seviper,46
4783,2055,Croagunk,45
4784,2056,Koffing,43
4785,2056,Koffing,43
4786,2057,Joltik,35
4787,2057,Scraggy,35
4788,2057,Krokorok,37
4789,2058,Bouffalant,37
4790,2059,Krokorok,36
4791,2059,Scraggy,36
4792,2060,Pawniard,37
4793,2061,Skorupi,43
4794,2062,Zubat,21
4795,2062,Timburr,21
4796,2063,Pawniard,43
4797,2064,Ekans,50
4798,2064,Hitmonlee,50
4799,2064,Machop,50
4800,2064,Mankey,50
4801,2065,Koffing,51
4802,2065,Grimer,51
4803,2065,Mankey,52
4804,2065,Mankey,53
4805,2065,Wigglytuff,50
4806,2065,Beedrill,52
4807,2066,Nidorina,51
4808,2066,Nidorino,51
4809,2066,Grimer,51
4810,2066,Koffing,51
4811,2066,Machoke,51
4812,2066,Hitmonchan,51
4813,2067,Arbok,50
4814,2067,Venomoth,51
4815,2067,Hitmonlee,53
4816,2067,Hitmonchan,53
4817,2067,Rapidash,50
4818,2067,Raticate,51
4819,2068,Arbok,53
4820,2068,Venomoth,51
4821,2068,Muk,51
4822,2068,Poliwrath,51
4823,2068,Machoke,53
4824,2068,Primeape,51
4825,2069,Muk,50
4826,2069,Nidoqueen,50
4827,2069,Primeape,52
4828,2069,Machoke,51
4829,2069,Pinsir,53
4830,2069,Seadra,51
4831,2070,Weezing,51
4832,2070,Muk,51
4833,2070,Nidoqueen,52
4834,2070,Machamp,52
4835,2070,Primeape,51
4836,2070,Poliwrath,52
4837,2071,Weezing,51
4838,2071,Nidoking,53
4839,2071,Machamp,52
4840,2071,Poliwrath,50
4841,2071,Flareon,52
4842,2071,Kangaskhan,51
4843,2072,Koffing,50
4844,2072,Grimer,50
4845,2072,Ditto,50
4846,2072,Weezing,50
4847,2072,Venonat,50
4848,2072,Tentacool,50
4849,2073,Kabutops,50
4850,2073,Muk,50
4851,2073,Ditto,50
4852,2073,Weezing,50
4853,2073,Jynx,50
4854,2073,Tentacruel,50
4855,2074,Weepinbell,50
4856,2074,Ariados,50
4857,2074,Sandslash,50
4858,2074,Koffing,50
4859,2074,Dunsparce,55
4860,2074,Ampharos,55
4861,2075,Weezing,52
4862,2075,Skarmory,51
4863,2075,Nidoking,52
4864,2075,Ampharos,51
4865,2075,Cloyster,52
4866,2075,Parasect,51
4867,2076,Weezing,52
4868,2076,Cloyster,51
4869,2076,Steelix,52
4870,2076,Rhydon,52
4871,2076,Venusaur,52
4872,2076,Arbok,51
4873,2077,Miltank,50
4874,2077,Vaporeon,55
4875,2077,Weezing,50
4876,2077,Skarmory,50
4877,2077,Muk,55
4878,2077,Ampharos,50
4879,2078,Pidgey,29
4880,2078,Pidgeotto,29
4881,2079,Spearow,25
4882,2079,Pidgey,25
4883,2079,Pidgey,25
4884,2079,Spearow,25
4885,2079,Spearow,25
4886,2080,Pidgey,26
4887,2080,Pidgeotto,26
4888,2080,Spearow,26
4889,2080,Fearow,26
4890,2081,Pidgey,26
4891,2081,Spearow,26
4892,2081,Pidgey,26
4893,2081,Fearow,26
4894,2082,Pidgey,28
4895,2082,Doduo,28
4896,2082,Pidgeotto,28
4897,2083,Pidgeotto,29
4898,2083,Fearow,29
4899,2084,Spearow,28
4900,2084,Doduo,28
4901,2084,Fearow,28
4902,2086,Spearow,29
4903,2086,Fearow,29
4904,2087,Dodrio,28
4905,2087,Doduo,28
4906,2087,Doduo,28
4907,2088,Pidgeotto,26
4908,2088,Doduo,26
4909,2088,Pidgey,26
4910,2089,Spearow,29
4911,2089,Fearow,29
4912,2090,Spearow,26
4913,2090,Spearow,26
4914,2090,Fearow,26
4915,2090,Spearow,26
4916,2091,Dodrio,34
4917,2092,Fearow,30
4918,2092,Fearow,30
4919,2092,Pidgeotto,30
4920,2093,Spearow,9
4921,2094,Noctowl,34
4922,2095,Doduo,30
4923,2095,Dodrio,32
4924,2095,Doduo,28
4925,2096,Pidgeotto,32
4926,2096,Fearow,32
4927,2097,Pidgey,12
4928,2097,Pidgeotto,14
4929,2098,Spearow,18
4930,2098,Spearow,18
4931,2098,Fearow,20
4932,2102,Pidgey,12
4933,2102,Pidgeot,34
4934,2104,Pidgey,6
4935,2104,Pidgey,6
4936,2104,Spearow,8
4937,2105,Pidgey,7
4938,2105,Pidgey,7
4939,2106,Fearow,29
4940,2106,Fearow,35
4941,2107,Pidgey,17
4942,2107,Pidgey,19
4943,2107,Pidgey,15
4944,2107,Pidgey,15
4945,2107,Pidgey,15
4946,2108,Doduo,15
4947,2108,Doduo,16
4948,2108,Doduo,17
4949,2109,Pidgeotto,25
4950,2109,Pidgeotto,25
4951,2110,Pidgeotto,32
4952,2110,Pidgeotto,32
4953,2111,Pidgeot,38
4954,2111,Pidgeot,38
4955,2112,Natu,32
4956,2112,Wingull,32
4957,2112,Swellow,32
4958,2112,Pelipper,32
4959,2113,Swellow,36
4960,2113,Pelipper,36
4961,2113,Xatu,36
4962,2114,Pelipper,34
4963,2114,Pelipper,34
4964,2115,Swellow,34
4965,2115,Pelipper,34
4966,2116,Taillow,26
4967,2116,Swellow,26
4968,2117,Natu,29
4969,2117,Swellow,29
4970,2118,Swellow,27
4971,2119,Doduo,30
4972,2120,Wingull,27
4973,2121,Taillow,25
4974,2121,Wingull,25
4975,2121,Swellow,25
4976,2122,Swablu,30
4977,2123,Natu,32
4978,2123,Swablu,32
4979,2124,Natu,35
4980,2124,Altaria,35
4981,2125,Natu,38
4982,2125,Altaria,38
4983,2126,Altaria,41
4984,2126,Xatu,41
4985,2127,Wingull,28
4986,2127,Swellow,28
4987,2127,Pelipper,28
4988,2128,Swellow,32
4989,2128,Skarmory,32
4990,2129,Pelipper,30
4991,2129,Xatu,30
4992,2130,Natu,33
4993,2130,Swellow,33
4994,2131,Tropius,34
4995,2132,Swellow,36
4996,2132,Pelipper,36
4997,2132,Xatu,36
4998,2133,Taillow,25
4999,2133,Swellow,25
5000,2134,Skarmory,17
5001,2134,Swellow,19
5002,2135,Wingull,28
5003,2135,Natu,28
5004,2136,Tropius,30
5005,2137,Doduo,29
5006,2137,Pelipper,29
5007,2138,Skarmory,25
5008,2138,Skarmory,25
5009,2139,Wingull,25
5010,2139,Tropius,25
5011,2140,Skarmory,30
5012,2141,Doduo,27
5013,2141,Skarmory,27
5014,2141,Tropius,27
5015,2142,Taillow,25
5016,2142,Wingull,25
5017,2143,Wingull,26
5018,2144,Swellow,26
5019,2145,Tropius,33
5020,2145,Xatu,33
5021,2146,Swablu,29
5022,2147,Natu,32
5023,2147,Swablu,32
5024,2148,Natu,35
5025,2148,Altaria,35
5026,2149,Natu,38
5027,2149,Altaria,38
5028,2150,Altaria,41
5029,2150,Xatu,41
5030,2151,Pidgeotto,29
5031,2151,Fearow,29
5032,2152,Spearow,29
5033,2152,Fearow,29
5034,2153,Fearow,32
5035,2153,Fearow,32
5036,2154,Fearow,49
5037,2154,Fearow,49
5038,2155,Pidgey,28
5039,2155,Doduo,28
5040,2155,Pidgeotto,28
5041,2156,Spearow,47
5042,2156,Fearow,49
5043,2157,Fearow,53
5044,2157,Fearow,55
5045,2158,Dodrio,28
5046,2158,Doduo,28
5047,2158,Doduo,28
5048,2159,Dodrio,30
5049,2159,Dodrio,30
5050,2159,Doduo,30
5051,2160,Dodrio,48
5052,2160,Dodrio,48
5053,2160,Dodrio,48
5054,2162,Pidgeotto,26
5055,2162,Doduo,26
5056,2162,Pidgey,26
5057,2163,Hoothoot,47
5058,2163,Noctowl,49
5059,2164,Noctowl,53
5060,2164,Noctowl,55
5061,2165,Dodrio,50
5062,2166,Spearow,26
5063,2166,Spearow,26
5064,2166,Fearow,26
5065,2166,Spearow,26
5066,2167,Fearow,28
5067,2167,Spearow,28
5068,2167,Fearow,28
5069,2167,Spearow,28
5070,2168,Fearow,47
5071,2168,Fearow,47
5072,2168,Fearow,47
5073,2168,Fearow,47
5074,2169,Spearow,28
5075,2169,Doduo,28
5076,2169,Fearow,28
5077,2170,Fearow,30
5078,2170,Doduo,30
5079,2170,Fearow,30
5080,2171,Fearow,48
5081,2171,Dodrio,48
5082,2171,Fearow,48
5083,2172,Pidgey,47
5084,2172,Pidgeotto,49
5085,2173,Pidgeotto,53
5086,2173,Pidgeot,55
5087,2174,Pidgey,26
5088,2174,Spearow,26
5089,2174,Pidgey,26
5090,2174,Fearow,26
5091,2175,Spearow,25
5092,2175,Pidgey,25
5093,2175,Pidgey,25
5094,2175,Spearow,25
5095,2175,Spearow,25
5096,2176,Dodrio,34
5097,2177,Pidgey,26
5098,2177,Pidgeotto,26
5099,2177,Spearow,26
5100,2177,Fearow,26
5101,2178,Pidgeotto,28
5102,2178,Pidgeotto,28
5103,2178,Fearow,28
5104,2178,Fearow,28
5105,2179,Pidgeot,47
5106,2179,Pidgeot,47
5107,2179,Fearow,47
5108,2179,Fearow,47
5109,2180,Fearow,30
5110,2180,Fearow,30
5111,2180,Pidgeotto,30
5112,2181,Pidgey,29
5113,2181,Pidgeotto,29
5114,2182,Spearow,29
5115,2182,Fearow,29
5116,2183,Hoothoot,19
5117,2184,Swellow,54
5118,2185,Swellow,59
5119,2186,Murkrow,53
5120,2186,Honchkrow,57
5121,2187,Hoothoot,27
5122,2187,Noctowl,27
5123,2188,Noctowl,38
5124,2188,Noctowl,42
5125,2189,Noctowl,60
5126,2189,Noctowl,60
5127,2190,Golbat,53
5128,2190,Xatu,57
5129,2191,Noctowl,46
5130,2191,Staraptor,48
5131,2192,Noctowl,31
5132,2193,Dodrio,55
5133,2193,Fearow,55
5134,2193,Honchkrow,55
5135,2194,Starly,17
5136,2194,Hoothoot,17
5137,2195,Taillow,51
5138,2195,Pidgeot,55
5139,2196,Swellow,59
5140,2196,Pidgeot,61
5141,2197,Murkrow,54
5142,2197,Xatu,54
5143,2198,Hoothoot,31
5144,2198,Noctowl,33
5145,2199,Noctowl,44
5146,2199,Noctowl,44
5147,2200,Skarmory,59
5148,2200,Noctowl,59
5149,2200,Noctowl,59
5150,2201,Fearow,55
5151,2201,Xatu,57
5152,2202,Noctowl,45
5153,2202,Togetic,47
5154,2203,Noctowl,34
5155,2204,Staravia,55
5156,2204,Fearow,57
5157,2204,Noctowl,59
5158,2205,Spearow,9
5159,2206,Wingull,46
5160,2206,Fearow,43
5161,2207,Noctowl,48
5162,2208,Doduo,39
5163,2208,Dodrio,41
5164,2208,Doduo,37
5165,2209,Taillow,41
5166,2209,Fearow,41
5167,2210,Pidgey,12
5168,2210,Pidgeotto,14
5169,2211,Spearow,18
5170,2211,Spearow,18
5171,2211,Fearow,20
5172,2212,Doduo,35
5173,2212,Doduo,35
5174,2212,Dodrio,35
5175,2212,Dodrio,36
5176,2213,Starly,48
5177,2214,Fearow,42
5178,2214,Spearow,39
5179,2215,Pidgey,13
5180,2215,Pidgeot,44
5181,2216,Fearow,37
5182,2217,Fearow,47
5183,2217,Skarmory,44
5184,2218,Skarmory,48
5185,2218,Fearow,51
5186,2219,Skarmory,55
5187,2219,Fearow,55
5188,2224,Xatu,44
5189,2224,Noctowl,39
5190,2225,Fearow,36
5191,2225,Pidgeotto,37
5192,2226,Pidgey,6
5193,2226,Pidgey,6
5194,2226,Spearow,8
5195,2228,Pidgey,7
5196,2228,Pidgey,7
5197,2229,Fearow,38
5198,2229,Fearow,44
5199,2230,Pidgey,17
5200,2230,Pidgey,19
5201,2230,Pidgey,15
5202,2230,Pidgey,15
5203,2230,Pidgey,15
5204,2231,Doduo,16
5205,2231,Doduo,17
5206,2231,Doduo,18
5207,2232,Hoothoot,28
5208,2232,Pidgeotto,28
5209,2233,Hoothoot,33
5210,2233,Pidgeotto,32
5211,2234,Pidgeotto,37
5212,2234,Noctowl,42
5213,2234,Pidgeot,38
5214,2235,Pidgeot,56
5215,2235,Pidgeot,44
5216,2235,Noctowl,54
5217,2236,Swellow,37
5218,2236,Altaria,37
5219,2237,Skarmory,39
5220,2238,Pelipper,32
5221,2239,Swablu,26
5222,2239,Swellow,28
5223,2240,Swellow,32
5224,2240,Xatu,32
5225,2241,Swellow,30
5226,2242,Swellow,30
5227,2242,Skarmory,30
5228,2243,Pelipper,29
5229,2244,Doduo,30
5230,2245,Swablu,34
5231,2246,Altaria,41
5232,2247,Fearow,43
5233,2247,Altaria,43
5234,2248,Fearow,47
5235,2248,Altaria,48
5236,2248,Staraptor,49
5237,2249,Dodrio,32
5238,2250,Abra,100
5239,2250,Zubat,100
5240,2250,Pidgey,100
5241,2250,Spearow,100
5242,2250,Doduo,100
5243,2250,Gastly,100
5244,2251,Articuno,100
5245,2251,Zubat,100
5246,2251,Pidgey,100
5247,2251,Spearow,100
5248,2251,Doduo,100
5249,2251,Butterfree,100
5250,2252,Gyarados,100
5251,2252,Pidgeotto,100
5252,2252,Fearow,100
5253,2252,Beedrill,100
5254,2252,Haunter,100
5255,2253,Zapdos,100
5256,2253,Pidgeotto,100
5257,2253,Dodrio,100
5258,2253,Venomoth,100
5259,2253,Gastly,100
5260,2254,Dodrio,100
5261,2254,Charizard,100
5262,2254,Pidgeot,100
5263,2254,Golbat,100
5264,2254,Zapdos,100
5265,2254,Gengar,100
5266,2255,Moltres,100
5267,2255,Fearow,100
5268,2255,Pidgeot,100
5269,2255,Golbat,100
5270,2255,Aerodactyl,100
5271,2255,Haunter,100
5272,2256,Articuno,100
5273,2256,Moltres,100
5274,2256,Zapdos,100
5275,2256,Charizard,100
5276,2256,Pidgeot,100
5277,2256,Fearow,100
5278,2257,Articuno,100
5279,2257,Moltres,100
5280,2257,Zapdos,100
5281,2257,Charizard,100
5282,2257,Gyarados,100
5283,2257,Aerodactyl,100
5284,2258,Charizard,100
5285,2258,Gligar,100
5286,2258,Aerodactyl,100
5287,2258,Fearow,100
5288,2258,Murkrow,100
5289,2258,Dodrio,100
5290,2259,Dragonite,100
5291,2259,Xatu,100
5292,2259,Aerodactyl,100
5293,2259,Moltres,100
5294,2259,Zapdos,100
5295,2259,Articuno,100
5296,2260,Pidgey,50
5297,2260,Hoothoot,50
5298,2260,Spearow,50
5299,2260,Natu,50
5300,2260,Doduo,50
5301,2260,Pidgeotto,50
5302,2261,Pidgeotto,50
5303,2261,Togetic,50
5304,2261,Fearow,50
5305,2261,Noctowl,50
5306,2261,Murkrow,50
5307,2262,Machop,31
5308,2262,Mankey,31
5309,2262,Primeape,31
5310,2263,Machop,32
5311,2263,Machoke,32
5312,2264,Primeape,36
5313,2265,Mankey,31
5314,2265,Mankey,31
5315,2265,Primeape,31
5316,2266,Hitmonlee,37
5317,2266,Hitmonchan,37
5318,2267,Machoke,43
5319,2268,Machop,40
5320,2268,Machoke,40
5321,2269,Machoke,38
5322,2269,Machop,38
5323,2269,Machoke,38
5324,2270,Machoke,43
5325,2270,Machop,43
5326,2270,Machoke,43
5327,2271,Machoke,28
5328,2272,Onix,27
5329,2272,Hitmonlee,30
5330,2272,Onix,27
5331,2272,Machoke,32
5332,2273,Onix,33
5333,2273,Hitmonlee,36
5334,2273,Steelix,33
5335,2273,Machamp,38
5336,2274,Hitmonchan,27
5337,2275,Mankey,23
5338,2275,Mankey,23
5339,2275,Primeape,25
5340,2276,Machop,25
5341,2276,Machoke,25
5342,2277,Machoke,30
5343,2277,Machoke,32
5344,2277,Machoke,34
5345,2278,Hitmonlee,27
5346,2279,Makuhita,30
5347,2279,Machoke,30
5348,2279,Hariyama,30
5349,2280,Machop,19
5350,2281,Machop,14
5351,2282,Machoke,34
5352,2282,Machoke,34
5353,2283,Makuhita,33
5354,2283,Makuhita,33
5355,2283,Machoke,33
5356,2284,Machop,26
5357,2284,Machoke,26
5358,2285,Machoke,34
5359,2285,Machoke,34
5360,2286,Machop,20
5361,2287,Machoke,27
5362,2288,Machop,29
5363,2288,Machoke,29
5364,2289,Machop,31
5365,2289,Machoke,31
5366,2289,Machoke,31
5367,2290,Machop,33
5368,2290,Machoke,33
5369,2290,Machoke,33
5370,2290,Machamp,33
5371,2291,Makuhita,26
5372,2291,Machoke,26
5373,2292,Hariyama,32
5374,2293,Makuhita,13
5375,2294,Machop,19
5376,2295,Machop,32
5377,2295,Machoke,32
5378,2296,Hariyama,34
5379,2297,Machop,24
5380,2297,Machoke,28
5381,2298,Machoke,34
5382,2299,Machoke,37
5383,2299,Machoke,37
5384,2300,Makuhita,39
5385,2300,Machoke,39
5386,2300,Machoke,39
5387,2301,Hariyama,41
5388,2301,Machoke,41
5389,2301,Machoke,41
5390,2302,Hariyama,43
5391,2302,Machamp,43
5392,2302,Machamp,43
5393,2303,Machop,19
5394,2304,Machoke,27
5395,2305,Machop,29
5396,2305,Machoke,29
5397,2306,Machop,31
5398,2306,Machoke,31
5399,2306,Machoke,31
5400,2307,Machop,33
5401,2307,Machoke,33
5402,2307,Machoke,33
5403,2307,Machamp,33
5404,2308,Makuhita,15
5405,2309,Machop,13
5406,2310,Makuhita,26
5407,2310,Machoke,26
5408,2311,Hariyama,31
5409,2312,Primeape,36
5410,2313,Machop,40
5411,2313,Machoke,40
5412,2314,Machoke,43
5413,2314,Machop,43
5414,2314,Machoke,43
5415,2315,Machop,32
5416,2315,Machoke,32
5417,2316,Machop,31
5418,2316,Mankey,31
5419,2316,Primeape,31
5420,2317,Machop,37
5421,2317,Machoke,37
5422,2318,Machoke,50
5423,2318,Machoke,50
5424,2319,Machoke,55
5425,2319,Machamp,55
5426,2320,Machoke,43
5427,2321,Hitmonlee,37
5428,2321,Hitmonchan,37
5429,2322,Mankey,31
5430,2322,Mankey,31
5431,2322,Primeape,31
5432,2323,Poliwrath,50
5433,2324,Poliwrath,50
5434,2325,Machop,38
5435,2325,Machoke,38
5436,2326,Machoke,50
5437,2326,Machoke,50
5438,2327,Machoke,55
5439,2327,Machamp,55
5440,2328,Machoke,38
5441,2328,Machop,38
5442,2328,Machoke,38
5443,2329,Machoke,29
5444,2330,Croagunk,52
5445,2330,Machamp,56
5446,2331,Machoke,25
5447,2331,Machoke,25
5448,2331,Machoke,25
5449,2332,Machoke,25
5450,2332,Machop,25
5451,2332,Machoke,25
5452,2333,Onix,30
5453,2333,Steelix,32
5454,2334,Mankey,54
5455,2334,Makuhita,53
5456,2334,Hariyama,55
5457,2335,Primeape,58
5458,2335,Hariyama,59
5459,2335,Hariyama,60
5460,2336,Croagunk,25
5461,2337,Machoke,52
5462,2337,Machamp,58
5463,2338,Meditite,23
5464,2338,Machop,22
5465,2338,Meditite,21
5466,2339,Cacturne,57
5467,2339,Machamp,57
5468,2340,Machamp,57
5469,2341,Machoke,26
5470,2341,Meditite,26
5471,2342,Croagunk,35
5472,2343,Machop,19
5473,2344,Croagunk,36
