tjunction_id,pokedex_number,trainerID,pokelevel
7512,264,2859,31
7513,264,2860,34
7514,264,2919,45
7515,264,3160,39
7516,264,3182,38
7517,264,3183,42
7518,264,3184,42
7519,264,3208,20
7520,264,3440,28
7521,264,3634,27
7522,264,3640,27
7523,264,3644,27
7524,264,3662,32
7525,264,3973,63
7526,264,4035,28
7527,264,4044,28
7528,264,4052,28
7529,264,4180,22
7530,264,4379,45
7531,264,4509,28
7532,264,4510,26
7533,264,4513,21
7534,264,4534,55
7535,264,4546,63
7536,264,5671,29
7537,264,5672,31
7538,264,5673,34
7539,264,5684,29
7540,264,5685,31
7541,264,5686,34
7542,264,5745,45
7543,264,5986,39
7544,264,6008,38
7545,264,6009,42
7546,264,6010,42
7547,264,6034,20
7548,264,6266,28
7549,264,6888,36
7550,264,6889,39
7551,264,6890,41
7552,264,6898,36
7553,264,6899,39
7554,264,6900,41
7555,264,6981,50
7556,264,7059,50
7557,264,7334,33
7558,264,7335,39
7559,264,7336,39
7560,264,7346,33
7561,264,7347,39
7562,264,7347,39
7563,264,7394,23
7564,264,7395,50
7565,264,7552,27
7566,264,7553,30
7567,264,7554,33
7568,264,7555,36
7569,264,7558,27
7570,264,7559,30
7571,264,7560,33
7572,264,7561,36
7573,264,7596,29
7574,264,7597,49
7575,264,7614,50
7576,264,7623,37
7577,264,8062,58
7578,264,8769,60
7579,264,8785,55
7580,264,8786,60
7581,264,9200,27
7582,264,9201,30
7583,264,9202,33
7584,264,9203,36
7585,264,9207,27
7586,264,9208,30
7587,264,9209,33
7588,264,9210,36
7589,264,9239,29
7590,264,9240,49
7591,264,9291,53
7592,264,9303,51
7593,264,9305,35
7594,264,9306,51
7595,264,9309,30
7596,264,9310,53
7597,264,9318,50
7598,264,9344,40
7599,264,9347,26
7600,264,9347,26
7601,264,9348,50
7602,264,9348,50
7603,264,9348,50
7604,264,9348,50
7605,264,9392,51
7606,264,10010,48
7607,264,10224,50
7608,264,11052,32
7609,264,11053,35
7610,264,11060,34
7611,264,11061,36
7612,264,11066,26
7613,264,11067,28
7614,264,11068,40
7615,264,11069,50
7616,264,11223,27
7617,264,11224,30
7618,264,11225,33
7619,264,11226,36
7620,264,11240,27
7621,264,11241,30
7622,264,11242,33
7623,264,11243,36
7624,264,11284,26
7625,264,11285,33
7626,264,11286,40
7627,264,11287,50
7628,264,11557,100
7629,264,11564,50
7630,264,11658,27
7631,264,11659,30
7632,264,11660,33
7633,264,11661,36
7634,264,11666,20
7635,264,11675,29
7636,264,11676,32
7637,264,11769,63
7638,264,11787,60
7639,264,11823,27
7640,264,11824,47
7641,350,68,31
7642,350,222,31
7643,350,369,31
7644,350,516,31
7645,350,663,31
7646,350,810,31
7647,350,1214,36
7648,350,1317,100
7649,350,1324,50
7650,350,1349,64
7651,350,1453,50
7652,350,1733,50
7653,350,2520,50
7654,350,2570,71
7655,350,3043,100
7656,350,3044,50
7657,350,3046,50
7658,350,3072,50
7659,350,3114,48
7660,350,3116,65
7661,350,3129,50
7662,350,3636,31
7663,350,4040,36
7664,350,4143,100
7665,350,4150,50
7666,350,4175,64
7667,350,4279,50
7668,350,4559,50
7669,350,5346,50
7670,350,5396,71
7671,350,5869,100
7672,350,5870,50
7673,350,5872,50
7674,350,5898,50
7675,350,5940,48
7676,350,5942,65
7677,350,5955,50
7678,350,6846,50
7679,350,6872,63
7680,350,9930,44
7681,350,9937,66
7682,350,9954,68
7683,350,9985,58
7684,350,10047,50
7685,350,10048,59
7686,350,10230,50
7687,350,10856,100
7688,350,11090,50
7689,350,11092,50
7690,350,11094,50
7691,301,73,27
7692,301,77,27
7693,301,128,26
7694,301,227,27
7695,301,231,27
7696,301,282,26
7697,301,374,27
7698,301,378,27
7699,301,429,26
7700,301,521,27
7701,301,525,27
7702,301,576,26
7703,301,668,27
7704,301,672,27
7705,301,723,26
7706,301,815,27
7707,301,819,27
7708,301,870,26
7709,301,952,55
7710,301,1018,57
7711,301,1157,41
7712,301,1219,28
7713,301,1232,28
7714,301,1305,50
7715,301,1444,50
7716,301,2544,42
7717,301,2549,40
7718,301,3048,50
7719,301,3112,45
7720,301,3127,50
7721,301,3184,43
7722,301,3342,50
7723,301,3350,50
7724,301,3641,27
7725,301,3645,27
7726,301,3696,26
7727,301,3778,55
7728,301,3844,57
7729,301,3983,41
7730,301,4045,28
7731,301,4058,28
7732,301,4131,50
7733,301,4270,50
7734,301,5370,42
7735,301,5375,40
7736,301,5874,50
7737,301,5938,45
7738,301,5953,50
7739,301,6010,43
7740,301,6168,50
7741,301,6176,50
7742,301,6931,39
7743,301,6973,36
7744,301,6976,50
7745,301,7763,63
7746,301,7776,60
7747,301,8195,50
7748,301,8494,50
7749,301,8529,42
7750,301,8539,33
7751,301,8540,36
7752,301,8544,42
7753,301,8554,35
7754,301,8555,38
7755,301,8604,48
7756,301,8604,48
7757,301,8604,48
7758,301,8615,51
7759,301,9297,52
7760,301,9303,51
7761,301,9306,51
7762,301,9393,41
7763,301,9427,37
7764,301,9786,50
7765,301,9912,62
7766,301,9918,50
7767,301,10016,49
7768,301,10223,50
7769,301,10853,50
7770,301,11587,32
7771,301,11594,31
7772,301,11619,36
7773,299,74,42
7774,299,135,34
7775,299,228,42
7776,299,289,34
7777,299,375,42
7778,299,436,34
7779,299,522,42
7780,299,583,34
7781,299,669,42
7782,299,730,34
7783,299,816,42
7784,299,877,34
7785,299,1438,34
7786,299,2528,50
7787,299,2966,28
7788,299,3048,50
7789,299,3642,42
7790,299,3703,34
7791,299,4264,34
7792,299,5354,50
7793,299,5792,28
7794,299,5874,50
7795,299,6821,43
7796,299,6970,41
7797,299,7061,50
7798,299,7116,22
7799,299,7128,22
7800,299,7188,35
7801,299,7191,20
7802,299,7198,22
7803,299,7253,45
7804,299,7257,32
7805,299,7268,21
7806,299,7966,50
7807,299,8828,39
7808,299,9418,50
7809,299,9745,60
7810,299,10027,40
7811,299,10028,48
7812,299,10228,50
7813,299,10346,50
7814,299,10370,63
7815,299,11073,50
7816,299,11098,50
7817,308,74,42
7818,308,81,44
7819,308,112,43
7820,308,129,42
7821,308,138,44
7822,308,228,42
7823,308,235,44
7824,308,266,43
7825,308,283,42
7826,308,292,44
7827,308,375,42
7828,308,382,44
7829,308,413,43
7830,308,430,42
7831,308,439,44
7832,308,522,42
7833,308,529,44
7834,308,560,43
7835,308,577,42
7836,308,586,44
7837,308,669,42
7838,308,676,44
7839,308,707,43
7840,308,724,42
7841,308,733,44
7842,308,816,42
7843,308,823,44
7844,308,854,43
7845,308,871,42
7846,308,880,44
7847,308,974,44
7848,308,984,35
7849,308,1024,58
7850,308,1212,39
7851,308,1304,50
7852,308,1442,50
7853,308,1720,62
7854,308,1727,50
7855,308,1768,32
7856,308,1769,35
7857,308,1781,32
7858,308,1782,35
7859,308,1793,38
7860,308,1794,58
7861,308,1796,34
7862,308,1799,44
7863,308,1800,60
7864,308,1802,38
7865,308,1812,64
7866,308,1822,62
7867,308,1826,65
7868,308,1829,46
7869,308,1831,48
7870,308,1835,60
7871,308,1840,42
7872,308,1841,46
7873,308,1842,52
7874,308,2364,58
7875,308,2513,50
7876,308,2530,50
7877,308,2578,58
7878,308,3048,50
7879,308,3177,41
7880,308,3179,50
7881,308,3242,38
7882,308,3506,47
7883,308,3642,42
7884,308,3649,44
7885,308,3680,43
7886,308,3697,42
7887,308,3706,44
7888,308,3800,44
7889,308,3810,35
7890,308,3850,58
7891,308,4038,39
7892,308,4130,50
7893,308,4268,50
7894,308,4546,62
7895,308,4553,50
7896,308,4594,32
7897,308,4595,35
7898,308,4607,32
7899,308,4608,35
7900,308,4619,38
7901,308,4620,58
7902,308,4622,34
7903,308,4625,44
7904,308,4626,60
7905,308,4628,38
7906,308,4638,64
7907,308,4648,62
7908,308,4652,65
7909,308,4655,46
7910,308,4657,48
7911,308,4661,60
7912,308,4666,42
7913,308,4667,46
7914,308,4668,52
7915,308,5190,58
7916,308,5339,50
7917,308,5356,50
7918,308,5404,58
7919,308,5874,50
7920,308,6003,41
7921,308,6005,50
7922,308,6068,38
7923,308,6332,47
7924,308,6452,33
7925,308,6453,36
7926,308,6454,39
7927,308,6463,33
7928,308,6468,33
7929,308,6469,36
7930,308,6470,39
7931,308,6479,40
7932,308,6480,44
7933,308,6481,54
7934,308,6851,40
7935,308,6968,48
7936,308,7942,50
7937,308,7961,38
7938,308,7969,50
7939,308,8183,40
7940,308,8184,43
7941,308,8185,46
7942,308,8186,49
7943,308,8187,52
7944,308,8188,39
7945,308,8189,43
7946,308,8190,46
7947,308,8191,49
7948,308,8192,52
7949,308,8193,47
7950,308,8194,58
7951,308,9043,52
7952,308,9044,58
7953,308,9139,46
7954,308,9150,40
7955,308,9418,50
7956,308,9666,32
7957,308,9667,34
7958,308,9679,32
7959,308,9680,34
7960,308,9773,47
7961,308,10020,59
7962,308,10073,50
7963,308,10093,50
7964,308,10593,28
7965,308,10632,32
7966,272,74,42
7967,272,83,34
7968,272,129,42
7969,272,140,33
7970,272,228,42
7971,272,237,34
7972,272,283,42
7973,272,294,33
7974,272,375,42
7975,272,384,34
7976,272,430,42
7977,272,441,33
7978,272,522,42
7979,272,531,34
7980,272,577,42
7981,272,588,33
7982,272,669,42
7983,272,678,34
7984,272,724,42
7985,272,735,33
7986,272,816,42
7987,272,825,34
7988,272,871,42
7989,272,882,33
7990,272,1019,56
7991,272,1325,100
7992,272,1349,64
7993,272,1435,60
7994,272,2516,50
7995,272,3052,50
7996,272,3107,28
7997,272,3107,29
7998,272,3107,31
7999,272,3107,30
8000,272,3108,44
8001,272,3108,45
8002,272,3109,44
8003,272,3109,45
8004,272,3110,63
8005,272,3110,64
8006,272,3110,65
8007,272,3111,63
8008,272,3111,64
8009,272,3111,65
8010,272,3298,35
8011,272,3306,35
8012,272,3330,39
8013,272,3331,43
8014,272,3332,49
8015,272,3642,42
8016,272,3651,34
8017,272,3697,42
8018,272,3708,33
8019,272,3845,56
8020,272,4151,100
8021,272,4175,64
8022,272,4261,60
8023,272,5342,50
8024,272,5878,50
8025,272,5933,28
8026,272,5933,29
8027,272,5933,31
8028,272,5933,30
8029,272,5934,44
8030,272,5934,45
8031,272,5935,44
8032,272,5935,45
8033,272,5936,63
8034,272,5936,64
8035,272,5936,65
8036,272,5937,63
8037,272,5937,64
8038,272,5937,65
8039,272,6124,35
8040,272,6132,35
8041,272,6156,39
8042,272,6157,43
8043,272,6158,49
8044,272,6864,65
8045,272,7378,50
8046,272,7797,42
8047,272,7803,47
8048,272,7947,50
8049,272,8005,55
8050,272,8022,50
8051,272,8245,60
8052,272,8817,61
8053,272,9256,50
8054,272,9326,50
8055,272,9937,66
8056,272,10035,59
8057,272,10348,100
8058,272,10356,100
8059,272,10717,39
8060,272,11424,64
8061,272,11563,50
8062,272,11575,50
8063,352,75,42
8064,352,90,24
8065,352,114,23
8066,352,120,33
8067,352,131,42
8068,352,229,42
8069,352,244,24
8070,352,268,23
8071,352,274,33
8072,352,285,42
8073,352,376,42
8074,352,391,24
8075,352,415,23
8076,352,421,33
8077,352,432,42
8078,352,523,42
8079,352,538,24
8080,352,562,23
8081,352,568,33
8082,352,579,42
8083,352,670,42
8084,352,685,24
8085,352,709,23
8086,352,715,33
8087,352,726,42
8088,352,817,42
8089,352,832,24
8090,352,856,23
8091,352,862,33
8092,352,873,42
8093,352,1227,26
8094,352,1228,33
8095,352,1229,40
8096,352,1230,44
8097,352,1231,52
8098,352,1241,26
8099,352,1551,65
8100,352,1686,36
8101,352,1871,30
8102,352,1872,33
8103,352,1873,36
8104,352,1874,39
8105,352,1875,42
8106,352,1884,29
8107,352,1885,35
8108,352,1886,38
8109,352,1887,41
8110,352,1888,44
8111,352,1943,32
8112,352,1944,38
8113,352,1945,42
8114,352,1946,47
8115,352,2521,50
8116,352,2848,24
8117,352,2862,24
8118,352,3166,43
8119,352,3167,58
8120,352,3168,58
8121,352,3218,30
8122,352,3277,19
8123,352,3643,42
8124,352,3658,24
8125,352,3682,23
8126,352,3688,33
8127,352,3699,42
8128,352,4053,26
8129,352,4054,33
8130,352,4055,40
8131,352,4056,44
8132,352,4057,52
8133,352,4067,26
8134,352,4377,65
8135,352,4512,36
8136,352,4697,30
8137,352,4698,33
8138,352,4699,36
8139,352,4700,39
8140,352,4701,42
8141,352,4710,29
8142,352,4711,35
8143,352,4712,38
8144,352,4713,41
8145,352,4714,44
8146,352,4769,32
8147,352,4770,38
8148,352,4771,42
8149,352,4772,47
8150,352,5347,50
8151,352,5674,24
8152,352,5688,24
8153,352,5992,43
8154,352,5993,58
8155,352,5994,58
8156,352,6044,30
8157,352,6103,19
8158,352,7060,50
8159,352,7614,50
8160,352,8732,39
8161,352,8745,39
8162,352,8770,55
8163,352,8787,54
8164,352,8832,62
8165,352,9626,62
8166,352,9931,16
8167,352,10042,42
8168,352,10043,50
8169,352,10044,59
8170,352,10061,50
8171,352,10063,50
8172,352,10215,56
8173,352,10253,67
8174,352,10265,63
8175,352,10371,23
8176,352,10372,30
8177,352,10850,50
8178,352,11046,25
8179,352,11458,20
8180,352,11564,50
8181,352,11565,50
8182,75,78,34
8183,75,83,34
8184,75,131,42
8185,75,140,33
8186,75,232,34
8187,75,237,34
8188,75,285,42
8189,75,294,33
8190,75,379,34
8191,75,384,34
8192,75,432,42
8193,75,441,33
8194,75,526,34
8195,75,531,34
8196,75,579,42
8197,75,588,33
8198,75,673,34
8199,75,678,34
8200,75,726,42
8201,75,735,33
8202,75,820,34
8203,75,825,34
8204,75,873,42
8205,75,882,33
8206,75,906,38
8207,75,906,38
8208,75,1326,50
8209,75,1352,29
8210,75,1444,50
8211,75,1552,38
8212,75,1717,42
8213,75,1957,52
8214,75,1958,51
8215,75,2379,39
8216,75,2469,50
8217,75,2526,50
8218,75,2839,30
8219,75,2839,30
8220,75,2840,33
8221,75,2840,33
8222,75,2899,31
8223,75,2900,55
8224,75,2930,33
8225,75,2931,36
8226,75,2931,44
8227,75,2934,26
8228,75,2947,50
8229,75,3036,37
8230,75,3176,44
8231,75,3177,44
8232,75,3207,26
8233,75,3408,25
8234,75,3646,34
8235,75,3651,34
8236,75,3699,42
8237,75,3708,33
8238,75,3732,38
8239,75,3732,38
8240,75,4152,50
8241,75,4178,29
8242,75,4270,50
8243,75,4378,38
8244,75,4543,42
8245,75,4783,52
8246,75,4784,51
8247,75,5205,39
8248,75,5295,50
8249,75,5352,50
8250,75,5665,30
8251,75,5665,30
8252,75,5666,33
8253,75,5666,33
8254,75,5725,31
8255,75,5726,55
8256,75,5756,33
8257,75,5757,36
8258,75,5757,44
8259,75,5760,26
8260,75,5773,50
8261,75,5862,37
8262,75,6002,44
8263,75,6003,44
8264,75,6033,26
8265,75,6234,25
8266,75,7091,21
8267,75,7092,21
8268,75,7094,19
8269,75,7097,25
8270,75,7097,27
8271,75,7098,30
8272,75,7098,30
8273,75,7099,34
8274,75,7105,29
8275,75,7105,29
8276,75,7107,25
8277,75,7111,23
8278,75,7114,31
8279,75,7114,31
8280,75,7114,31
8281,75,7116,22
8282,75,7124,24
8283,75,7125,27
8284,75,7125,27
8285,75,7126,30
8286,75,7126,30
8287,75,7126,30
8288,75,7127,33
8289,75,7127,33
8290,75,7127,33
8291,75,7128,22
8292,75,7140,28
8293,75,7141,30
8294,75,7144,24
8295,75,7145,27
8296,75,7145,27
8297,75,7146,30
8298,75,7146,30
8299,75,7146,30
8300,75,7147,33
8301,75,7147,33
8302,75,7147,33
8303,75,7153,21
8304,75,7158,25
8305,75,7162,21
8306,75,7168,19
8307,75,7169,31
8308,75,7171,35
8309,75,7179,30
8310,75,7187,38
8311,75,7195,35
8312,75,7204,33
8313,75,7205,37
8314,75,7205,38
8315,75,7206,41
8316,75,7209,39
8317,75,7215,42
8318,75,7215,42
8319,75,7215,42
8320,75,7216,27
8321,75,7218,29
8322,75,7219,33
8323,75,7220,37
8324,75,7221,44
8325,75,7223,25
8326,75,7226,35
8327,75,7227,37
8328,75,7229,25
8329,75,7243,63
8330,75,7258,60
8331,75,7266,40
8332,75,7266,41
8333,75,7279,25
8334,75,7285,31
8335,75,7285,31
8336,75,7285,31
8337,75,7286,42
8338,75,7286,42
8339,75,7296,51
8340,75,7297,51
8341,75,7300,50
8342,75,7332,53
8343,75,7357,36
8344,75,7387,30
8345,75,7505,51
8346,75,7506,51
8347,75,7832,50
8348,75,7853,50
8349,75,7854,50
8350,75,7966,50
8351,75,8255,50
8352,75,8282,100
8353,75,8495,30
8354,75,8506,50
8355,75,9290,37
8356,75,9293,61
8357,75,9928,42
8358,75,9960,43
8359,75,9987,44
8360,75,10028,51
8361,75,10054,50
8362,75,10134,35
8363,75,10257,63
8364,75,10266,50
8365,75,10370,63
8366,75,10797,50
8367,75,11040,25
8368,75,11056,21
8369,75,11064,20
8370,75,11289,50
8371,75,11292,50
8372,75,11367,54
8373,75,11374,35
8374,75,11386,34
8375,75,11477,33
8376,75,11487,31
8377,75,11488,31
8378,75,11500,34
8379,75,11524,60
8380,75,11525,60
8381,75,11531,60
8382,75,11550,46
8383,75,11550,47
8384,75,11562,50
8385,75,11737,32
8386,294,78,34
8387,294,104,29
8388,294,105,35
8389,294,106,37
8390,294,107,39
8391,294,120,33
8392,294,232,34
8393,294,258,29
8394,294,259,35
8395,294,260,37
8396,294,261,39
8397,294,274,33
8398,294,379,34
8399,294,405,29
8400,294,406,35
8401,294,407,37
8402,294,408,39
8403,294,421,33
8404,294,526,34
8405,294,552,29
8406,294,553,35
8407,294,554,37
8408,294,555,39
8409,294,568,33
8410,294,673,34
8411,294,699,29
8412,294,700,35
8413,294,701,37
8414,294,702,39
8415,294,715,33
8416,294,820,34
8417,294,846,29
8418,294,847,35
8419,294,848,37
8420,294,849,39
8421,294,862,33
8422,294,971,57
8423,294,1039,58
8424,294,1444,50
8425,294,1730,50
8426,294,2489,51
8427,294,2496,45
8428,294,2512,50
8429,294,3054,42
8430,294,3061,29
8431,294,3108,46
8432,294,3109,46
8433,294,3410,25
8434,294,3646,34
8435,294,3672,29
8436,294,3673,35
8437,294,3674,37
8438,294,3675,39
8439,294,3688,33
8440,294,3797,57
8441,294,3865,58
8442,294,4270,50
8443,294,4556,50
8444,294,5315,51
8445,294,5322,45
8446,294,5338,50
8447,294,5880,42
8448,294,5887,29
8449,294,5934,46
8450,294,5935,46
8451,294,6236,25
8452,294,6993,28
8453,294,6994,31
8454,294,7000,28
8455,294,7001,31
8456,294,7004,30
8457,294,7005,35
8458,294,7006,37
8459,294,7007,39
8460,294,7038,25
8461,294,7039,32
8462,294,7302,50
8463,294,7356,38
8464,294,7361,36
8465,294,7394,23
8466,294,7426,27
8467,294,7427,30
8468,294,7428,33
8469,294,7429,36
8470,294,7432,27
8471,294,7433,30
8472,294,7434,33
8473,294,7435,36
8474,294,7445,29
8475,294,7446,34
8476,294,7447,41
8477,294,8874,34
8478,294,9278,41
8479,294,9279,54
8480,294,9280,54
8481,294,9327,50
8482,294,9328,50
8483,294,9670,29
8484,294,9671,32
8485,294,9683,29
8486,294,9684,32
8487,294,9776,24
8488,294,9777,31
8489,294,9778,47
8490,294,9996,50
8491,294,10223,50
8492,294,11042,26
8493,294,11375,56
8494,294,11562,50
8495,294,11564,50
8496,85,79,42
8497,85,139,42
8498,85,233,42
8499,85,293,42
8500,85,380,42
8501,85,440,42
8502,85,527,42
8503,85,587,42
8504,85,674,42
8505,85,734,42
8506,85,821,42
8507,85,881,42
8508,85,1112,68
8509,85,1276,50
8510,85,1277,50
8511,85,1317,100
8512,85,1320,100
8513,85,1324,50
8514,85,1344,50
8515,85,1549,55
8516,85,1553,47
8517,85,1961,51
8518,85,1965,50
8519,85,2087,28
8520,85,2091,34
8521,85,2095,32
8522,85,2158,28
8523,85,2159,30
8524,85,2159,30
8525,85,2160,48
8526,85,2160,48
8527,85,2160,48
8528,85,2165,50
8529,85,2171,48
8530,85,2176,34
8531,85,2193,55
8532,85,2208,41
8533,85,2212,35
8534,85,2212,36
8535,85,2249,32
8536,85,2253,100
8537,85,2254,100
8538,85,2258,100
8539,85,2548,50
8540,85,2741,51
8541,85,2952,61
8542,85,3062,50
8543,85,3465,58
8544,85,3647,42
8545,85,3707,42
8546,85,3938,68
8547,85,4102,50
8548,85,4103,50
8549,85,4143,100
8550,85,4146,100
8551,85,4150,50
8552,85,4170,50
8553,85,4375,55
8554,85,4379,47
8555,85,4787,51
8556,85,4791,50
8557,85,4913,28
8558,85,4917,34
8559,85,4921,32
8560,85,4984,28
8561,85,4985,30
8562,85,4985,30
8563,85,4986,48
8564,85,4986,48
8565,85,4986,48
8566,85,4991,50
8567,85,4997,48
8568,85,5002,34
8569,85,5019,55
8570,85,5034,41
8571,85,5038,35
8572,85,5038,36
8573,85,5075,32
8574,85,5079,100
8575,85,5080,100
8576,85,5084,100
8577,85,5374,50
8578,85,5567,51
8579,85,5778,61
8580,85,5888,50
8581,85,6291,58
8582,85,6533,54
8583,85,6834,50
8584,85,7059,50
8585,85,7363,50
8586,85,7389,37
8587,85,7981,50
8588,85,9158,52
8589,85,9250,50
8590,85,9287,53
8591,85,9310,53
8592,85,9313,50
8593,85,9314,50
8594,85,9323,100
8595,85,10008,59
8596,85,11120,34
8597,85,11121,37
8598,85,11137,34
8599,85,11138,37
8600,85,11159,34
8601,85,11160,37
8602,85,11176,26
8603,85,11180,34
8604,85,11181,37
8605,85,11201,34
8606,85,11202,41
8607,85,11203,48
8608,85,11556,62
8609,64,79,42
8610,64,82,42
8611,64,136,42
8612,64,139,42
8613,64,233,42
8614,64,236,42
8615,64,290,42
8616,64,293,42
8617,64,380,42
8618,64,383,42
8619,64,437,42
8620,64,440,42
8621,64,527,42
8622,64,530,42
8623,64,584,42
8624,64,587,42
8625,64,674,42
8626,64,677,42
8627,64,731,42
8628,64,734,42
8629,64,821,42
8630,64,824,42
8631,64,878,42
8632,64,881,42
8633,64,915,35
8634,64,931,44
8635,64,949,23
8636,64,950,40
8637,64,1249,21
8638,64,1447,50
8639,64,1551,64
8640,64,1563,50
8641,64,1707,56
8642,64,2481,50
8643,64,2521,50
8644,64,2582,31
8645,64,2583,35
8646,64,2584,42
8647,64,2962,60
8648,64,3166,42
8649,64,3167,57
8650,64,3168,57
8651,64,3216,22
8652,64,3220,22
8653,64,3285,33
8654,64,3286,44
8655,64,3358,35
8656,64,3359,38
8657,64,3647,42
8658,64,3650,42
8659,64,3704,42
8660,64,3707,42
8661,64,3741,35
8662,64,3757,44
8663,64,3775,23
8664,64,3776,40
8665,64,4075,21
8666,64,4273,50
8667,64,4377,64
8668,64,4389,50
8669,64,4533,56
8670,64,5307,50
8671,64,5347,50
8672,64,5408,31
8673,64,5409,35
8674,64,5410,42
8675,64,5788,60
8676,64,5992,42
8677,64,5993,57
8678,64,5994,57
8679,64,6042,22
8680,64,6046,22
8681,64,6111,33
8682,64,6112,44
8683,64,6184,35
8684,64,6185,38
8685,64,6818,51
8686,64,7059,50
8687,64,7294,16
8688,64,7475,29
8689,64,7477,34
8690,64,7478,31
8691,64,7480,41
8692,64,7480,41
8693,64,7487,29
8694,64,7492,31
8695,64,7495,34
8696,64,7496,41
8697,64,7496,41
8698,64,7511,53
8699,64,7512,50
8700,64,7961,38
8701,64,7963,50
8702,64,7977,42
8703,64,8285,100
8704,64,8488,50
8705,64,8489,50
8706,64,8618,54
8707,64,8963,34
8708,64,8965,31
8709,64,8965,31
8710,64,8967,37
8711,64,8972,15
8712,64,8975,24
8713,64,8978,40
8714,64,8979,31
8715,64,8980,34
8716,64,8981,37
8717,64,8982,40
8718,64,8985,35
8719,64,8987,31
8720,64,8988,34
8721,64,8989,37
8722,64,8990,40
8723,64,8993,41
8724,64,8994,32
8725,64,8995,36
8726,64,8998,36
8727,64,9000,26
8728,64,9001,41
8729,64,9005,33
8730,64,9006,38
8731,64,9007,41
8732,64,9012,30
8733,64,9013,34
8734,64,9014,37
8735,64,9015,40
8736,64,9017,26
8737,64,9022,36
8738,64,9031,49
8739,64,9032,54
8740,64,9033,31
8741,64,9033,31
8742,64,9039,34
8743,64,9040,24
8744,64,9041,38
8745,64,9052,54
8746,64,9052,54
8747,64,9060,23
8748,64,9061,42
8749,64,9086,26
8750,64,9087,44
8751,64,9093,44
8752,64,9098,16
8753,64,9101,29
8754,64,9144,34
8755,64,9150,40
8756,64,9151,42
8757,64,9152,40
8758,64,9156,51
8759,64,9157,52
8760,64,9160,53
8761,64,9248,60
8762,64,9291,53
8763,64,9351,13
8764,64,9821,37
8765,64,9822,23
8766,64,9823,35
8767,64,9823,35
8768,64,9824,19
8769,64,9825,30
8770,64,9825,28
8771,64,9826,40
8772,64,9826,36
8773,64,9828,21
8774,64,9829,15
8775,64,9831,27
8776,64,9832,40
8777,64,9833,26
8778,64,9834,32
8779,64,9835,42
8780,64,9837,30
8781,64,9838,20
8782,64,9890,100
8783,64,9893,100
8784,64,10031,50
8785,64,10217,37
8786,64,10834,51
8787,64,10848,50
8788,64,11542,60
8789,64,11614,41
8790,64,11615,45
8791,64,11616,48
8792,344,80,44
8793,344,110,43
8794,344,112,43
8795,344,137,45
8796,344,234,44
8797,344,264,43
8798,344,266,43
8799,344,291,45
8800,344,381,44
8801,344,411,43
8802,344,413,43
8803,344,438,45
8804,344,528,44
8805,344,558,43
8806,344,560,43
8807,344,585,45
8808,344,675,44
8809,344,705,43
8810,344,707,43
8811,344,732,45
8812,344,822,44
8813,344,852,43
8814,344,854,43
8815,344,879,45
8816,344,1022,57
8817,344,1023,60
8818,344,1143,55
8819,344,1575,50
8820,344,2515,50
8821,344,2516,50
8822,344,2530,50
8823,344,2551,64
8824,344,2566,65
8825,344,3046,50
8826,344,3052,50
8827,344,3080,100
8828,344,3098,46
8829,344,3099,46
8830,344,3100,63
8831,344,3101,63
8832,344,3251,36
8833,344,3648,44
8834,344,3678,43
8835,344,3680,43
8836,344,3705,45
8837,344,3848,57
8838,344,3849,60
8839,344,3969,55
8840,344,4401,50
8841,344,5341,50
8842,344,5342,50
8843,344,5356,50
8844,344,5377,64
8845,344,5392,65
8846,344,5872,50
8847,344,5878,50
8848,344,5906,100
8849,344,5924,46
8850,344,5925,46
8851,344,5926,63
8852,344,5927,63
8853,344,6077,36
8854,344,6846,50
8855,344,7383,50
8856,344,8020,60
8857,344,9112,64
8858,344,9149,39
8859,344,9990,51
8860,344,10045,60
8861,344,11542,60
8862,344,11561,50
8863,344,11570,50
8864,319,81,44
8865,319,138,44
8866,319,235,44
8867,319,292,44
8868,319,382,44
8869,319,439,44
8870,319,529,44
8871,319,586,44
8872,319,676,44
8873,319,733,44
8874,319,823,44
8875,319,880,44
8876,319,1182,29
8877,319,1252,45
8878,319,1399,32
8879,319,1401,38
8880,319,1403,37
8881,319,1407,32
8882,319,1408,31
8883,319,1409,38
8884,319,1410,39
8885,319,1411,53
8886,319,1412,55
8887,319,1445,50
8888,319,1561,50
8889,319,1571,50
8890,319,1881,39
8891,319,1899,39
8892,319,1975,61
8893,319,3075,50
8894,319,3155,56
8895,319,3156,56
8896,319,3189,53
8897,319,3190,61
8898,319,3223,30
8899,319,3243,35
8900,319,3497,34
8901,319,3498,41
8902,319,3499,43
8903,319,3500,49
8904,319,3649,44
8905,319,3706,44
8906,319,4008,29
8907,319,4078,45
8908,319,4225,32
8909,319,4227,38
8910,319,4229,37
8911,319,4233,32
8912,319,4234,31
8913,319,4235,38
8914,319,4236,39
8915,319,4237,53
8916,319,4238,55
8917,319,4271,50
8918,319,4387,50
8919,319,4397,50
8920,319,4707,39
8921,319,4725,39
8922,319,4801,61
8923,319,5901,50
8924,319,5981,56
8925,319,5982,56
8926,319,6015,53
8927,319,6016,61
8928,319,6049,30
8929,319,6069,35
8930,319,6323,34
8931,319,6324,41
8932,319,6325,43
8933,319,6326,49
8934,319,6606,33
